season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed(mph),windspeed(ms),cnt
2,0,4,0,3,1,1,16.024153,19.3804,47.0833,17.625221,7.87895440322,2808
2,0,4,0,4,1,1,17.9375,21.6848,60.2917,10.874904,4.8613786321,3141
2,0,4,0,5,1,2,13.769153,16.22395,83.625,15.208464,6.79859812249,1471
2,0,4,0,6,0,2,14.0425,17.07645,87.75,8.916561,3.9859459097,2455
2,0,4,0,0,0,2,17.493347,21.33685,85.75,9.833389,4.39579302637,2895
2,0,4,0,1,1,2,24.421732,28.26085,71.6956,21.739758,9.71826464014,3348
2,0,4,0,2,1,2,20.6025,24.6527,73.9167,18.416893,8.23285337506,2034
2,0,4,0,3,1,2,16.9125,20.86415,81.9167,16.791339,7.50618641037,2162
2,0,4,0,4,1,1,19.1675,23.1371,54.0417,7.4169,3.31555654895,3267
2,0,4,1,5,0,1,18.313347,22.09565,67.125,15.167125,6.78011846223,3126
2,0,4,0,6,0,3,17.664153,21.2746,88.8333,22.834136,10.2074814484,795
2,0,4,0,0,0,1,18.723347,22.2848,47.9583,20.334232,9.08995619133,3744
2,0,4,0,1,1,1,21.0125,25.1573,54.25,10.958989,4.89896691998,3429
2,0,4,0,2,1,2,20.739153,24.4629,66.5833,10.584057,4.73136209209,3204
2,0,4,0,3,1,1,24.395,28.2196,61.4167,16.208975,7.24585382208,3944
2,0,4,0,4,1,1,18.825847,22.6946,40.7083,21.792286,9.74174608851,4189
2,0,4,0,5,1,2,13.803347,16.0977,72.9583,14.707907,6.57483549397,1683
2,0,4,0,6,0,2,18.86,22.50605,88.7917,15.458575,6.91040455968,4036
2,0,4,0,0,0,2,23.848347,27.58815,81.0833,12.875725,5.75580017881,4191
2,0,4,0,1,1,1,24.873347,28.725,77.6667,12.417311,5.55087662047,4073
2,0,4,0,2,1,1,25.898347,29.70415,72.9167,21.8755,9.77894501565,4400
2,0,4,0,3,1,2,25.42,28.7571,83.5417,20.9174,9.35064818954,3872
2,0,4,0,4,1,2,25.3175,28.94645,70.0833,21.500836,9.61145999106,4058
2,0,4,0,5,1,1,20.91,24.87315,45.7083,16.084221,7.19008538221,4595
2,0,4,0,6,0,1,19.3725,23.20105,50.3333,15.750025,7.04069065713,5312
2,0,5,0,0,0,2,18.518347,22.4102,76.2083,7.125718,3.18539025481,3351
2,0,5,0,1,1,2,22.515847,26.64165,73.0,12.291418,5.49459901654,4401
2,0,5,0,2,1,2,25.283347,29.10395,69.7083,22.958689,10.2631600358,4451
2,0,5,0,3,1,2,16.980847,20.2325,73.7083,22.042732,9.85370227984,2633
2,0,5,0,4,1,1,18.825847,22.09585,44.4167,19.791264,8.84723468932,4433
2,0,5,0,5,1,1,19.645847,23.70585,59.0,15.292482,6.83615645954,4608
2,0,5,0,6,0,1,21.32,25.63105,54.125,10.75015,4.80561019222,4714
2,0,5,0,0,0,1,21.661653,25.94665,63.1667,5.0007125,2.23545485025,4333
2,0,5,0,1,1,1,21.8325,26.2623,58.875,11.792,5.27134555208,4362
2,0,5,0,2,1,1,21.8325,26.13605,48.9167,7.749957,3.46444210997,4803
2,0,5,0,3,1,1,22.2425,26.42,63.2917,8.083014,3.61332767099,4182
2,0,5,0,4,1,1,21.935,26.16815,74.75,12.707689,5.68068350469,4864
2,0,5,0,5,1,2,21.0125,24.715,86.3333,12.041575,5.38291238266,4105
2,0,5,0,6,0,2,21.354153,25.03145,92.25,9.04165,4.04186410371,3409
2,0,5,0,0,0,2,23.0625,26.8,86.7083,10.249593,4.5818475637,4553
2,0,5,0,1,1,1,23.6775,27.5256,78.7917,8.500357,3.79989137237,3958
2,0,5,0,2,1,2,23.028347,26.92645,83.7917,18.582718,8.30698167188,4123
2,0,5,0,3,1,2,22.55,26.3579,87.0,13.499964,6.03485203397,3855
2,0,5,0,4,1,2,21.764153,25.5371,82.9583,7.250271,3.2410688422,4575
2,0,5,0,5,1,1,22.003347,26.4521,71.9583,8.375871,3.74424273581,4917
2,0,5,0,6,0,1,24.7025,28.59875,62.6667,8.08355,3.6135672776,5805
2,0,5,0,0,0,1,24.770847,28.725,74.9583,9.916536,4.43296200268,4660
2,0,5,0,1,1,2,25.898347,29.5148,81.0,15.667414,7.00376128744,4274
2,0,5,0,2,1,2,27.06,30.24065,74.0833,13.875164,6.20257666518,4492
2,0,5,0,3,1,1,27.094153,30.7771,69.625,10.333611,4.61940590076,4978
2,0,5,0,4,1,1,29.041653,32.7344,67.75,13.376014,5.97944300402,4677
2,0,5,0,5,1,1,27.948347,31.8504,65.375,16.125493,7.20853509164,4679
2,0,5,0,6,0,1,26.889153,30.61895,72.9583,15.416164,6.89144568619,4758
2,0,5,0,0,0,1,27.3675,30.7775,81.875,14.333846,6.40762002682,4788
2,0,5,1,1,0,1,30.066653,33.5546,68.5,8.792075,3.93029727313,4098
2,0,5,0,2,1,1,31.775,36.26915,63.6667,7.459043,3.33439561913,3982
2,0,6,0,3,1,2,31.330847,36.04835,67.7083,13.875164,6.20257666518,3974
2,0,6,0,4,1,1,29.315,32.1971,30.5,19.583229,8.75423737148,4968
2,0,6,0,5,1,1,25.42,29.35665,35.4167,16.959107,7.58118328118,5312
2,0,6,0,6,0,1,26.035,29.7348,45.625,8.250514,3.68820473849,5342
2,0,6,0,0,0,2,26.581653,30.8402,65.25,9.292364,4.15394009835,4906
2,0,6,0,1,1,1,27.811653,31.0929,60.0,8.167032,3.65088600805,4548
2,0,6,0,2,1,1,29.0075,32.7975,59.7917,12.583136,5.6250049173,4833
2,0,6,0,3,1,1,31.809153,36.36395,62.2083,9.166739,4.09778229772,4401
2,0,6,0,4,1,2,33.141653,37.87895,56.8333,10.042161,4.48911980331,3915
2,0,6,0,5,1,1,30.955,35.1646,60.5,9.417118,4.20970853822,4586
2,0,6,0,6,0,1,29.725,33.9019,65.4583,10.37495,4.63788556102,4966
2,0,6,0,0,0,1,28.3925,32.16625,74.7917,10.958989,4.89896691998,4460
2,0,6,0,1,1,1,26.035,30.0827,49.4583,20.45845,9.14548502459,5020
2,0,6,0,2,1,1,24.770847,29.5773,50.7083,18.041961,8.06524854716,4891
2,0,6,0,3,1,1,25.693347,29.3877,47.1667,11.250104,5.0291032633,5180
2,0,6,0,4,1,2,25.761653,29.7673,68.8333,13.833557,6.18397720161,3767
2,0,6,0,5,1,1,26.615847,30.01915,73.5833,9.582943,4.28383683505,4844
2,0,6,0,6,0,1,28.563347,32.1977,67.0417,8.000336,3.57636835047,5119
2,0,6,0,0,0,2,28.665847,32.2923,66.6667,6.834,3.05498435405,4744
2,0,6,0,1,1,2,26.035,29.7673,74.625,10.416825,4.65660482789,4010
3,0,6,0,2,1,2,27.914153,31.8823,77.0417,11.458675,5.12234018775,4835
3,0,6,0,3,1,1,30.066653,34.69145,70.75,11.541554,5.15938936075,4507
3,0,6,0,4,1,2,29.861653,34.69165,70.3333,15.999868,7.15237729101,4790
3,0,6,0,5,1,1,29.690847,32.82915,57.3333,14.875675,6.64983236477,4991
3,0,6,0,6,0,1,28.495,32.16565,48.3333,14.041257,6.27682476531,5202
3,0,6,0,0,0,1,27.88,31.88145,51.3333,6.3337311,2.83135051408,5305
3,0,6,0,1,1,2,27.9825,31.8502,65.8333,7.208396,3.22234957532,4708
3,0,6,0,2,1,1,30.510847,34.6279,63.4167,9.666961,4.32139517211,4648
3,0,6,0,3,1,1,29.861653,32.7344,49.7917,17.542007,7.84175547608,5225
3,0,6,0,4,1,1,28.563347,31.8504,43.4167,12.415904,5.55024765311,5515
3,0,7,0,5,1,1,29.6225,32.6081,39.625,6.874736,3.07319445686,5362
3,0,7,0,6,0,1,30.271653,33.3654,44.4583,7.709154,3.44620205633,5119
3,0,7,0,0,0,2,29.383347,33.42875,68.25,15.333486,6.85448636567,4649
3,0,7,1,1,0,2,29.793347,33.27085,63.7917,5.4591064,2.44036942333,6043
3,0,7,0,2,1,1,30.613347,34.8169,59.0417,8.459286,3.78153151542,4665
3,0,7,0,3,1,1,29.52,34.28165,74.3333,10.042161,4.48911980331,4629
3,0,7,0,4,1,1,30.75,34.34355,65.125,10.6664,4.76817165847,4592
3,0,7,0,5,1,2,29.075847,33.52415,75.7917,15.083643,6.74279973178,4040
3,0,7,0,6,0,1,30.066653,33.2079,60.9167,11.250104,5.0291032633,5336
3,0,7,0,0,0,1,30.6475,34.50125,57.8333,12.292557,5.4951081806,4881
3,0,7,0,1,1,1,31.2625,36.4902,63.5833,18.916579,8.45622664283,4086
3,0,7,0,2,1,1,32.560847,36.96375,55.9167,13.417018,5.99777291015,4258
3,0,7,0,3,1,1,30.613347,34.4702,63.1667,9.790911,4.37680420206,4342
3,0,7,0,4,1,1,27.914153,31.7552,47.625,16.124689,7.20817568172,5084
3,0,7,0,5,1,1,27.196653,31.21855,59.125,12.249811,5.47599955297,5538
3,0,7,0,6,0,1,28.153347,31.91315,58.5,13.958914,6.24001519893,5923
3,0,7,0,0,0,1,29.485847,33.49165,60.4167,16.417211,7.3389409924,5302
3,0,7,0,1,1,1,30.613347,35.19625,65.125,14.458868,6.46350827,4458
3,0,7,0,2,1,1,31.843347,37.37395,65.0417,8.7502,3.91157800626,4541
3,0,7,0,3,1,1,31.501653,37.3425,70.7083,7.625739,3.40891327671,4332
3,0,7,0,4,1,2,33.415,41.31855,69.125,14.875407,6.64971256147,3784
3,0,7,0,5,1,1,34.781653,42.0448,58.0417,8.9177,3.98645507376,3387
3,0,7,0,6,0,1,34.815847,40.21435,50.0,8.791807,3.93017746983,3285
3,0,7,0,0,0,1,34.03,39.74145,55.0833,11.334457,5.06681135449,3606
3,0,7,0,1,1,1,30.476653,36.0479,75.7083,6.0841561,2.7197836835,3840
3,0,7,0,2,1,1,31.638347,34.84895,54.0833,13.417286,5.99789271346,4590
3,0,7,0,3,1,1,31.775,34.53335,40.2917,12.292021,5.49486857398,4656
3,0,7,0,4,1,1,31.945847,36.995,58.3333,11.958093,5.34559365221,4390
3,0,7,0,5,1,1,34.371653,39.29835,54.25,11.667246,5.2155771122,3846
3,0,7,0,6,0,1,32.970847,36.42685,46.5833,11.291979,5.04782253017,4475
3,0,7,0,0,0,1,33.039153,36.4898,48.0833,11.042471,4.93628565042,4302
3,0,8,0,1,1,1,31.638347,35.1646,55.0833,10.500039,4.69380375503,4266
3,0,8,0,2,1,1,32.116653,35.35355,49.125,13.79195,6.16537773804,4845
3,0,8,0,3,1,2,29.998347,33.99685,65.75,9.084061,4.0608229772,3574
3,0,8,0,4,1,2,29.11,33.2394,75.75,13.20905,5.90480554314,4576
3,0,8,0,5,1,1,29.144153,32.82835,63.0833,12.374632,5.53179794367,4866
3,0,8,0,6,0,2,29.383347,33.8077,75.5,15.29275,6.83627626285,4294
3,0,8,0,0,0,1,30.4425,35.7646,75.2917,13.499629,6.03470227984,3785
3,0,8,0,1,1,1,31.365,35.16415,59.2083,12.875725,5.75580017881,4326
3,0,8,0,2,1,1,31.775,36.20605,57.0417,10.125107,4.52619892713,4602
3,0,8,0,3,1,1,31.433347,34.24915,42.4167,13.417286,5.99789271346,4780
3,0,8,0,4,1,1,29.4175,32.57605,42.375,11.041332,4.93577648637,4792
3,0,8,0,5,1,1,29.041653,32.7021,41.5,8.416607,3.76245283862,4905
3,0,8,0,6,0,2,28.119153,32.2929,72.9583,14.167418,6.33322217255,4150
3,0,8,0,0,0,2,27.743347,31.2194,81.75,14.916411,6.66804246759,3820
3,0,8,0,1,1,1,27.299153,30.80835,71.2083,13.999918,6.25834510505,4338
3,0,8,0,2,1,1,28.734153,32.29185,57.8333,15.834043,7.07824899419,4725
3,0,8,0,3,1,1,29.656653,33.33355,57.5417,9.625689,4.30294546267,4694
3,0,8,0,4,1,1,29.178347,33.1129,65.4583,15.624936,6.98477246312,3805
3,0,8,0,5,1,2,28.085,31.66105,72.2917,9.333636,4.17238980778,4153
3,0,8,0,6,0,1,28.5975,32.4498,67.4167,6.999289,3.12887304426,5191
3,0,8,0,0,0,1,29.144153,33.77625,77.0,16.666518,7.45038801967,3873
3,0,8,0,1,1,1,28.358347,31.9127,47.0,18.54225,8.28889137237,4758
3,0,8,0,2,1,1,26.274153,30.30335,45.5417,9.833121,4.39567322307,5895
3,0,8,0,3,1,1,27.606653,31.5346,60.5,16.958236,7.58079392043,5130
3,0,8,0,4,1,2,28.050847,32.2927,77.1667,14.125811,6.31462270899,3542
3,0,8,0,5,1,1,28.7,32.98665,76.125,5.6254875,2.51474631203,4661
3,0,8,0,6,0,2,27.88,31.7778,85.0,25.166339,11.2500397854,1115
3,0,8,0,0,0,1,28.989419,32.39795,56.1765,20.412153,9.12478900313,4334
3,0,8,0,1,1,1,26.103347,30.3979,55.4583,10.708275,4.78689092535,4634
3,0,8,0,2,1,1,26.205847,29.7352,54.8333,8.375536,3.74409298167,5204
3,0,8,0,3,1,1,26.923347,30.55605,59.7917,5.5833311,2.49590125168,5058
3,0,9,0,4,1,1,26.855,30.74605,63.9167,9.500332,4.24690746536,5115
3,0,9,0,5,1,2,26.376653,30.2404,72.7083,9.375243,4.19098927135,4727
3,0,9,0,6,0,1,27.435847,31.66065,71.6667,12.416775,5.55063701386,4484
3,0,9,0,0,0,1,29.075847,33.27145,74.2083,13.833289,6.1838573983,4940
3,0,9,1,1,0,2,27.606653,31.2823,79.0417,14.250632,6.37042109969,3351
3,0,9,0,2,1,3,22.14,25.76,88.6957,23.044181,10.301377291,2710
3,0,9,0,3,1,3,24.565847,27.21145,91.7083,6.5003936,2.90585319624,1996
3,0,9,0,4,1,3,25.990433,27.76805,93.9565,12.914116,5.77296200268,1842
3,0,9,0,5,1,2,26.65,28.9473,89.7917,8.333393,3.72525391149,3544
3,0,9,0,6,0,1,27.06,30.3981,75.375,10.291736,4.60068663388,5345
3,0,9,0,0,0,1,26.786653,30.46145,71.375,7.708618,3.44596244971,5046
3,0,9,0,1,1,1,26.418268,30.1065,69.2174,5.957171,2.66301788109,4713
3,0,9,0,2,1,1,26.684153,30.1777,71.25,9.500868,4.24714707197,4763
3,0,9,0,3,1,1,27.606653,31.345,69.7083,11.2091,5.01077335717,4785
3,0,9,0,4,1,2,23.6775,27.68355,70.9167,18.166782,8.12104693786,3659
3,0,9,0,5,1,2,19.235847,23.07375,59.0417,11.000261,4.91741662941,4760
3,0,9,0,6,0,2,20.158347,23.9256,71.8333,12.708225,5.68092311131,4511
3,0,9,0,0,0,1,20.8075,24.52685,69.5,11.958361,5.34571345552,4274
3,0,9,0,1,1,2,22.515847,26.48375,69.0,10.166714,4.5447983907,4539
3,0,9,0,2,1,2,23.028347,26.61085,88.125,9.041918,4.04198390702,3641
3,0,9,0,3,1,2,24.395,27.52665,90.0,6.4590814,2.88738551632,4352
3,0,9,0,4,1,2,25.761653,27.74815,90.2083,8.584375,3.83744970943,4795
4,0,9,0,5,1,2,24.975847,26.10625,97.25,5.2505689,2.3471474743,2395
4,0,9,0,6,0,2,24.873347,28.2206,86.25,5.2516811,2.34764465802,5423
4,0,9,0,0,0,2,26.000847,28.63185,84.5,3.3754064,1.50889870362,5010
4,0,9,0,1,1,2,26.615847,29.4521,84.8333,7.4169,3.31555654895,4630
4,0,9,0,2,1,2,26.103347,28.72625,88.5417,7.917457,3.53931917747,4120
4,0,9,0,3,1,2,26.035,28.7579,84.875,9.958143,4.45156146625,3907
4,0,9,0,4,1,1,25.283347,28.7256,69.9167,11.583161,5.17798882432,4839
4,0,9,0,5,1,1,23.130847,27.24145,64.75,13.833825,6.18409700492,5202
4,0,10,0,6,0,2,16.81,20.64315,75.375,19.583832,8.75450692892,2429
4,0,10,0,0,0,2,14.623347,17.26585,79.1667,14.874871,6.64947295485,2918
4,0,10,0,1,1,2,15.750847,19.6023,76.0833,5.5841686,2.49627563701,3570
4,0,10,0,2,1,1,19.850847,23.6429,71.0,13.792218,6.16549754135,4456
4,0,10,0,3,1,1,22.071653,26.3569,64.7917,11.87575,5.30878408583,4826
4,0,10,0,4,1,1,20.260847,24.02125,62.0833,9.041918,4.04198390702,4765
4,0,10,0,5,1,1,20.944153,25.2202,68.4167,1.5002439,0.670649932946,4985
4,0,10,0,6,0,1,21.388347,25.6621,70.125,3.0420814,1.35989333929,5409
4,0,10,0,0,0,1,22.174153,26.19915,72.75,4.25115,1.90037997318,5511
4,0,10,1,1,0,1,23.404153,27.14625,73.375,2.8343814,1.26704577559,5117
4,0,10,0,2,1,2,23.233347,27.3048,80.875,9.583814,4.2842261958,4563
4,0,10,0,3,1,3,22.276653,25.88585,90.625,16.62605,7.43229772016,2416
4,0,10,0,4,1,2,24.155847,27.5902,89.6667,9.499729,4.24663790791,2913
4,0,10,0,5,1,2,22.584153,26.48375,71.625,15.000161,6.70548100134,3644
4,0,10,0,6,0,1,20.773347,24.93625,48.3333,17.291561,7.72979928476,5217
4,0,10,0,0,0,1,20.978347,25.1577,48.6667,18.875039,8.43765713008,5041
4,0,10,0,1,1,1,21.900847,25.53625,57.9583,11.750393,5.25274608851,4570
4,0,10,0,2,1,2,21.8325,26.13605,70.1667,7.375829,3.297196692,4748
4,0,10,0,3,1,3,22.211299,25.6924,89.5217,16.303713,7.28820429146,2424
4,0,10,0,4,1,1,19.509153,23.32625,63.625,28.292425,12.6474854716,4195
4,0,10,0,5,1,1,17.5275,21.1798,57.4167,14.833532,6.63099329459,4304
4,0,10,0,6,0,1,17.3225,21.2746,62.9167,6.2086689,2.7754443004,4308
4,0,10,0,0,0,1,17.288347,21.11665,74.125,6.6673375,2.98048167188,4381
4,0,10,0,1,1,1,18.996653,22.85335,77.2083,7.959064,3.55791864104,4187
4,0,10,0,2,1,1,19.338347,23.16875,62.2917,11.166086,4.99154492624,4687
4,0,10,0,3,1,2,19.850847,23.6423,72.0417,9.959014,4.451950827,3894
4,0,10,0,4,1,2,19.27,22.8523,81.2917,13.250121,5.92316540009,2659
4,0,10,0,5,1,2,13.564153,15.9406,58.5833,15.375093,6.87308582924,3747
4,0,10,0,6,0,3,10.420847,11.39565,88.25,23.541857,10.523852034,627
4,0,10,0,0,0,1,13.085847,16.06645,62.375,11.833339,5.28982521234,3331
4,0,10,0,1,1,1,13.94,17.80315,70.3333,7.12545,3.1852704515,3669
4,0,11,0,2,1,1,16.434153,19.8544,68.375,9.083257,4.06046356728,4068
4,0,11,0,3,1,1,15.4775,19.50665,71.875,5.5001439,2.45871430487,4186
4,0,11,0,4,1,1,16.741653,20.29605,70.2083,9.166739,4.09778229772,3974
4,0,11,0,5,1,2,16.536653,20.1696,62.25,18.209193,8.14000581135,4046
4,0,11,0,6,0,1,13.393347,16.1927,51.9167,12.667154,5.66256325436,3926
4,0,11,0,0,0,1,14.281653,18.1179,73.4583,6.1676314,2.75709941886,3649
4,0,11,0,1,1,1,16.195,20.04355,75.875,3.834075,1.7139360751,4035
4,0,11,0,2,1,1,16.741653,20.6123,72.1667,4.6255125,2.06773021904,4205
4,0,11,0,3,1,1,16.4,20.45395,75.8333,4.1671186,1.86281564595,4109
4,0,11,0,4,1,2,15.58,18.68605,81.3333,12.667489,5.66271300849,2933
4,0,11,1,5,0,1,13.290847,15.34085,44.625,21.083225,9.42477648637,3368
4,0,11,0,6,0,1,14.623347,17.8971,55.2917,14.208154,6.35143227537,4067
4,0,11,0,0,0,1,18.074153,21.5275,45.8333,18.875307,8.43777693339,3717
4,0,11,0,1,1,1,21.73,26.2306,58.7083,20.541932,9.18280375503,4486
4,0,11,0,2,1,2,21.73,25.37895,68.875,13.375411,5.97917344658,4195
